TimeStamp,wSpeed100,,,,w250,w300,w350,w400
308.2501,9.85,,,,,,,
308.5,10.77,,,,,,,
308.501,11.17,,,,,,,
308.75,11.13,,,,,,,
308.7501,11.26,,,,,,,
309,11.58,,,,,,,
309.01,11.28,,,,,,,
309.25,11.09,,,,,,,
309.2501,11.54,,,,,,,
309.5,11.79,,,,,,,
309.501,12.04,,,,,,,
309.75,11.6,,,,,,,
309.7501,9.71,,,,,,,
310,9.15,,,,,,,
310.01,9.09,,,,,,,
310.25,9.1,,,,,,,
310.2501,8.99,,,,,,,
310.5,8.77,,,,,,,
310.501,8.42,,,,,,,
310.75,8.13,,,,,,,
310.7501,7.85,,,,,,,
311,8,,,,,,,
311.01,7.72,,,,,,,
311.25,8.34,,,,,,,
311.2501,8.97,,,,,,,
311.5,9.63,,,,,,,
311.501,10.41,,,,,,,
311.75,10.69,,,,,,,
311.7501,10.75,,,,,,,
312,10.84,,,,,,,
312.01,10.96,,,,,,,
312.25,11.4,,,,,,,
312.2501,11.51,,,,,,,
312.5,11.42,,,,,,,
312.501,11.29,,,,,,,
312.75,10.45,,,,,,,
312.7501,8.4,,,,,,,
313,8,,,,,,,
313.01,7.56,,,,,,,
313.25,7.23,,,,,,,
313.2501,6.91,,,,,,,
313.5,7.22,,,,,,,
313.501,7.35,,,,,,,
313.75,7.61,,,,,,,
313.7501,7.36,,,,,,,
314,7.22,,,,,,,
314.01,7.37,,,,,,,
314.25,8.09,,,,,,,
314.2501,8.59,,,,,,,
314.5,8.9,,,,,,,
314.501,9.58,,,,,,,
314.75,9.97,,,,,,,
314.7501,9.65,,,,,,,
315,10.03,,,,,,,
315.01,10.57,,,,,,,
315.25,11.02,,,,,,,
315.2501,11.55,,,,,,,
315.5,12.41,,,,,,,
315.501,12.21,,,,,,,
315.75,11.47,,,,,,,
315.7501,9.36,,,,,,,
316,8.1,,,,,,,
316.01,7.95,,,,,,,
316.25,7.32,,,,,,,
316.2501,6.69,,,,,,,
316.5,6.14,,,,,,,
316.501,5.72,,,,,,,
316.75,5.48,,,,,,,
316.7501,5.62,,,,,,,
317,5.95,,,,,,,
317.01,6.36,,,,,,,
317.25,6.9,,,,,,,
317.2501,7.06,,,,,,,
317.5,7.12,,,,,,,
317.501,8,,,,,,,
317.75,9.53,,,,,,,
317.7501,10.18,,,,,,,
318,10.79,,,,,,,
318.01,11.51,,,,,,,
318.25,12.13,,,,,,,
318.2501,12.33,,,,,,,
318.5,12.46,,,,,,,
318.501,12.88,,,,,,,
318.75,12.83,,,,,,,
318.7501,11.01,,,,,,,
319,9.85,,,,,,,
319.01,9.91,,,,,,,
319.25,9.4,,,,,,,
319.2501,8.64,,,,,,,
319.5,7.64,,,,,,,
319.501,7.1,,,,,,,
319.75,6.86,,,,,,,
319.7501,6.66,,,,,,,
320,6.6,,,,,,,
320.01,7.01,,,,,,,
320.25,7.57,,,,,,,
320.2501,6.74,,,,,,,
320.5,6.79,,,,,,,
320.501,10.66,,,,,,,
320.75,12.77,,,,,,,
320.7501,12.96,,,,,,,
321,12.45,,,,,,,
321.01,12.15,,,,,,,
321.25,11.81,,,,,,,
321.2501,11.18,,,,,,,
321.5,11.52,,,,,,,
321.501,11.4,,,,,,,
321.75,10.84,,,,,,,
321.7501,9.45,,,,,,,
322,8.96,,,,,,,
322.01,9.11,,,,,,,
322.25,8.72,,,,,,,
322.2501,8.56,,,,,,,
322.5,8.58,,,,,,,
322.501,8.51,,,,,,,
322.75,8.57,,,,,,,
322.7501,8.82,,,,,,,
323,8.87,,,,,,,
323.01,9.06,,,,,,,
323.25,9.62,,,,,,,
323.2501,10.27,,,,,,,
323.5,10.71,,,,,,,
323.501,11.25,,,,,,,
323.75,11.67,,,,,,,
323.7501,11.46,,,,,,,
324,11.37,,,,,,,
324.01,11.32,,,,,,,
324.25,11.23,,,,,,,
324.2501,10.96,,,,,,,
324.5,11.04,,,,,,,
324.501,11.06,,,,,,,
324.75,10.06,,,,,,,
324.7501,8.97,,,,,,,
325,8.53,,,,,,,
325.01,8.35,,,,,,,
325.25,7.67,,,,,,,
325.2501,7.33,,,,,,,
325.5,7.6,,,,,,,
325.501,7.54,,,,,,,
325.75,7.57,,,,,,,
325.7501,7.74,,,,,,,
326,8.01,,,,,,,
326.01,8.32,,,,,,,
326.25,9.56,,,,,,,
326.2501,10.17,,,,,,,
326.5,10.91,,,,,,,
326.501,11.43,,,,,,,
326.75,11.51,,,,,,,
326.7501,11.11,,,,,,,
327,11.02,,,,,,,
327.01,11.41,,,,,,,
327.25,11.65,,,,,,,
327.2501,11.31,,,,,,,
327.5,11.15,,,,,,,
327.501,11.13,,,,,,,
327.75,10.83,,,,,,,
327.7501,9.37,,,,,,,
328,8.02,,,,,,,
328.01,8.02,,,,,,,
328.25,7.93,,,,,,,
328.2501,8.29,,,,,,,
328.5,9.21,,,,,,,
328.501,9.8,,,,,,,
328.75,9.9,,,,,,,
328.7501,9.75,,,,,,,
329,9.62,,,,,,,
329.01,9.82,,,,,,,
329.25,10.96,,,,,,,
329.2501,11.47,,,,,,,
329.5,11.78,,,,,,,
329.501,11.4,,,,,,,
329.75,11.93,,,,,,,
329.7501,12.08,,,,,,,
330,12.2,,,,,,,
330.01,12.01,,,,,,,
330.25,11.94,,,,,,,
330.2501,11.71,,,,,,,
330.5,11.34,,,,,,,
330.501,11.04,,,,,,,
330.75,10.38,,,,,,,
330.7501,8.6,,,,,,,
331,7.99,,,,,,,
331.01,8.29,,,,,,,
331.25,8.67,,,,,,,
331.2501,9.48,,,,,,,
331.5,9.93,,,,,,,
331.501,9.72,,,,,,,
331.75,9.51,,,,,,,
331.7501,9.41,,,,,,,
332,8.96,,,,,,,
332.01,8.56,,,,,,,
332.25,9.68,,,,,,,
332.2501,10.24,,,,,,,
332.5,10.29,,,,,,,
332.501,10.19,,,,,,,
332.75,10.99,,,,,,,
332.7501,11.23,,,,,,,
333,11.31,,,,,,,
333.01,11.24,,,,,,,
333.25,11.16,,,,,,,
333.2501,11.68,,,,,,,
333.5,11.89,,,,,,,
333.501,11.79,,,,,,,
333.75,11.02,,,,,,,
333.7501,9.12,,,,,,,
334,8.06,,,,,,,
334.01,7.78,,,,,,,
334.25,7.54,,,,,,,
334.2501,7.79,,,,,,,
334.5,8.42,,,,,,,
334.501,9.13,,,,,,,
334.75,9.38,,,,,,,
334.7501,9.48,,,,,,,
335,9.28,,,,,,,
335.01,9.44,,,,,,,
335.25,10.22,,,,,,,
335.2501,10.46,,,,,,,
335.5,10.07,,,,,,,
335.501,10.16,,,,,,,
335.75,10.28,,,,,,,
335.7501,9.82,,,,,,,
336,10.08,,,,,,,
336.01,9.85,,,,,,,
336.25,9.32,,,,,,,
336.2501,9.07,,,,,,,
336.5,9.82,,,,,,,
336.501,10.22,,,,,,,
336.75,9.26,,,,,,,
336.7501,7.92,,,,,,,
337,7.77,,,,,,,
337.01,7.88,,,,,,,
337.25,7.81,,,,,,,
337.2501,7.98,,,,,,,
337.5,8.12,,,,,,,
337.501,7.92,,,,,,,
337.75,8.09,,,,,,,
337.7501,8.38,,,,,,,
338,8.54,,,,,,,
338.01,8.73,,,,,,,
338.25,9.84,,,,,,,
338.2501,10.31,,,,,,,
338.5,10.17,,,,,,,
338.501,10.88,,,,,,,
338.75,11.73,,,,,,,
338.7501,11.53,,,,,,,
339,11.35,,,,,,,
339.01,11.47,,,,,,,
339.25,11.53,,,,,,,
339.2501,12.63,,,,,,,
339.5,12.78,,,,,,,
339.501,12.5,,,,,,,
339.75,11.36,,,,,,,
339.7501,9.5,,,,,,,
340,8.62,,,,,,,
340.01,8.38,,,,,,,
340.25,8.41,,,,,,,
340.2501,8.55,,,,,,,
340.5,9.21,,,,,,,
340.501,9.66,,,,,,,
340.75,10.3,,,,,,,
340.7501,10.63,,,,,,,
341,10.41,,,,,,,
341.01,10.48,,,,,,,
341.25,10.46,,,,,,,
341.2501,10.44,,,,,,,
341.5,11.6,,,,,,,
341.501,11.86,,,,,,,
341.75,11.47,,,,,,,
341.7501,11.83,,,,,,,
342,11.59,,,,,,,
342.01,11.79,,,,,,,
342.25,12,,,,,,,
342.2501,12,,,,,,,
342.5,12.04,,,,,,,
342.501,11.95,,,,,,,
342.75,10.76,,,,,,,
342.7501,9.14,,,,,,,
343,9.14,,,,,,,
343.01,8.82,,,,,,,
343.25,8.76,,,,,,,
343.2501,8.91,,,,,,,
343.5,8.87,,,,,,,
343.501,8.81,,,,,,,
343.75,8.95,,,,,,,
343.7501,8.99,,,,,,,
344,8.69,,,,,,,
344.01,8.52,,,,,,,
344.25,9.32,,,,,,,
344.2501,10.05,,,,,,,
344.5,10.04,,,,,,,
344.501,10.43,,,,,,,
344.75,10.66,,,,,,,
344.7501,10.35,,,,,,,
345,10.62,,,,,,,
345.01,10.34,,,,,,,
345.25,10.14,,,,,,,
345.2501,11.14,,,,,,,
345.5,11.4,,,,,,,
345.501,11.26,,,,,,,
345.75,10.69,,,,,,,
345.7501,8.46,,,,,,,
346,7.61,,,,,,,
346.01,7.64,,,,,,,
346.25,7.45,,,,,,,
346.2501,7.15,,,,,,,
346.5,7.31,,,,,,,
346.501,7.68,,,,,,,
346.75,7.9,,,,,,,
346.7501,8,,,,,,,
347,7.81,,,,,,,
347.01,7.76,,,,,,,
347.25,8.56,,,,,,,
347.2501,9.19,,,,,,,
347.5,9.71,,,,,,,
347.501,10.11,,,,,,,
347.75,10.17,,,,,,,
347.7501,9.91,,,,,,,
348,9.56,,,,,,,
348.01,9.17,,,,,,,
348.25,9.49,,,,,,,
348.2501,9.66,,,,,,,
348.5,9.62,,,,,,,
348.501,9.43,,,,,,,
348.75,8.47,,,,,,,
348.7501,6.43,,,,,,,
349,6.03,,,,,,,
349.01,6.21,,,,,,,
349.25,6.63,,,,,,,
349.2501,6.85,,,,,,,
349.5,6.78,,,,,,,
349.501,7.13,,,,,,,
349.75,7.12,,,,,,,
349.7501,7.06,,,,,,,
350,7.32,,,,,,,
350.01,7.61,,,,,,,
350.25,8.62,,,,,,,
350.2501,9.71,,,,,,,
350.5,9.94,,,,,,,
350.501,10.16,,,,,,,
350.75,10.03,,,,,,,
350.7501,9.6,,,,,,,
351,9.22,,,,,,,
351.01,9.04,,,,,,,
351.25,9.79,,,,,,,
351.2501,10.53,,,,,,,
351.5,10.82,,,,,,,
351.501,10.39,,,,,,,
351.75,9.49,,,,,,,
351.7501,7.42,,,,,,,
352,6.34,,,,,,,
352.01,6.36,,,,,,,
352.25,6.38,,,,,,,
352.2501,6.5,,,,,,,
352.5,6.65,,,,,,,
352.501,6.91,,,,,,,
352.75,7.11,,,,,,,
352.7501,7.71,,,,,,,
353,8.47,,,,,,,
353.01,9.18,,,,,,,
353.25,10.31,,,,,,,
353.2501,10.56,,,,,,,
353.5,10.79,,,,,,,
353.501,10.94,,,,,,,
353.75,11.05,,,,,,,
353.7501,10.94,,,,,,,
354,10.28,,,,,,,
354.01,9.96,,,,,,,
354.25,9.97,,,,,,,
354.2501,10.06,,,,,,,
354.5,10.11,,,,,,,
354.501,10.46,,,,,,,
354.75,9.65,,,,,,,
354.7501,7.89,,,,,,,
355,7.15,,,,,,,
355.01,7.41,,,,,,,
355.25,7.6,,,,,,,
355.2501,7.97,,,,,,,
355.5,8.18,,,,,,,
355.501,8.18,,,,,,,
355.75,8.56,,,,,,,
355.7501,8.81,,,,,,,
356,8.99,,,,,,,
356.01,8.87,,,,,,,
356.25,9.59,,,,,,,
356.2501,10.29,,,,,,,
356.5,10.6,,,,,,,
356.501,10.94,,,,,,,
356.75,11.12,,,,,,,
356.7501,11.05,,,,,,,
357,10.69,,,,,,,
357.01,10.27,,,,,,,
357.25,10.04,,,,,,,
357.2501,10.11,,,,,,,
357.5,7.58,,,,,,,
357.501,2.67,,,,,,,
357.75,2.11,,,,,,,
357.7501,1.63,,,,,,,
358,1.67,,,,,,,
358.01,1.92,,,,,,,
358.25,2.36,,,,,,,
358.2501,3.24,,,,,,,
358.5,3.78,,,,,,,
358.501,3.77,,,,,,,
358.75,3.58,,,,,,,
358.7501,3.62,,,,,,,
359,3.43,,,,,,,
359.01,3.38,,,,,,,
359.25,3.74,,,,,,,
359.2501,3.89,,,,,,,
359.5,4.63,,,,,,,
359.501,4.46,,,,,,,
359.75,3.1,,,,,,,
359.7501,2.26,,,,,,,
360,2.74,,,,,,,
360.01,3.13,,,,,,,
360.25,3.19,,,,,,,
360.2501,3.33,,,,,,,
360.5,6.62,,,,,,,
360.501,8.49,,,,,,,
360.75,8.72,,,,,,,
360.7501,6.98,,,,,,,
361,5.07,,,,,,,
361.01,4.38,,,,,,,
361.25,4.26,,,,,,,
361.2501,3.16,,,,,,,
361.5,1.78,,,,,,,
361.501,0.7,,,,,,,
361.75,0.83,,,,,,,
361.7501,2.92,,,,,,,
362,5.03,,,,,,,
362.01,5.43,,,,,,,
362.25,5.47,,,,,,,
362.2501,5.69,,,,,,,
362.5,4.73,,,,,,,
362.501,4.41,,,,,,,
362.75,4.43,,,,,,,
362.7501,4.45,,,,,,,
363,5.75,,,,,,,
363.01,8.16,,,,,,,
363.25,9.19,,,,,,,
363.2501,10.26,,,,,,,
363.5,10.04,,,,,,,
363.501,10.1,,,,,,,
363.75,6.36,,,,,,,
363.7501,1.88,,,,,,,
364,2.89,,,,,,,
364.01,4.7,,,,,,,
364.25,5.46,,,,,,,
364.2501,5.33,,,,,,,
364.5,4.69,,,,,,,
364.501,3.75,,,,,,,
364.75,3.19,,,,,,,
364.7501,2.68,,,,,,,
365,2.76,,,,,,,
365.01,3.36,,,,,,,
365.25,4.35,,,,,,,
365.2501,5.85,,,,,,,
365.5,5.93,,,,,,,
365.501,6.71,,,,,,,
365.75,8.66,,,,,,,
365.7501,9.95,,,,,,,
366,10.52,,,,,,,
366.01,10.5,,,,,,,
366.25,10.97,,,,,,,
366.2501,11.13,,,,,,,
366.5,11.98,,,,,,,
366.501,10.2,,,,,,,
366.75,7.47,,,,,,,
366.7501,6.06,,,,,,,
367,4.92,,,,,,,
367.01,4.24,,,,,,,
367.25,4.26,,,,,,,
367.2501,4.22,,,,,,,
367.5,4.21,,,,,,,
367.501,3.54,,,,,,,
367.75,2.57,,,,,,,
367.7501,2.51,,,,,,,
368,2.89,,,,,,,
368.01,3.02,,,,,,,
368.25,3.59,,,,,,,
368.2501,4.62,,,,,,,
368.5,5.58,,,,,,,
368.501,6.24,,,,,,,
368.75,6.63,,,,,,,
368.7501,7.52,,,,,,,
369,6.89,,,,,,,
369.01,3.01,,,,,,,
369.25,3,,,,,,,
369.2501,9.61,,,,,,,
369.5,9.58,,,,,,,
369.501,8.73,,,,,,,
369.75,6.01,,,,,,,
369.7501,2.98,,,,,,,
370,2.63,,,,,,,
370.01,3.08,,,,,,,
370.25,3.7,,,,,,,
370.2501,4.27,,,,,,,
370.5,4.65,,,,,,,
370.501,4.88,,,,,,,
370.75,5.67,,,,,,,
370.7501,6.89,,,,,,,
371,7.7,,,,,,,
371.01,8.7,,,,,,,
371.25,9.71,,,,,,,
371.2501,10.03,,,,,,,
371.5,10.69,,,,,,,
371.501,11.14,,,,,,,
371.75,10.87,,,,,,,
371.7501,10.39,,,,,,,
372,10.28,,,,,,,
372.01,10.17,,,,,,,
372.25,9.51,,,,,,,
372.2501,9.48,,,,,,,
372.5,9.67,,,,,,,
372.501,9.73,,,,,,,
372.75,8.64,,,,,,,
372.7501,6.22,,,,,,,
373,5.58,,,,,,,
373.01,5.33,,,,,,,
373.25,4.62,,,,,,,
373.2501,4.18,,,,,,,
373.5,4.35,,,,,,,
373.501,4.31,,,,,,,
373.75,4.13,,,,,,,
373.7501,4.38,,,,,,,
374,5.11,,,,,,,
374.01,6.5,,,,,,,
374.25,8.58,,,,,,,
374.2501,9.61,,,,,,,
374.5,9.89,,,,,,,
374.501,9.91,,,,,,,
374.75,10.35,,,,,,,
374.7501,9.69,,,,,,,
375,9.4,,,,,,,
375.01,8.7,,,,,,,
375.25,8.46,,,,,,,
375.2501,10.91,,,,,,,
375.5,6.86,,,,,,,
375.501,3.93,,,,,,,
375.75,4.42,,,,,,,
375.7501,3.61,,,,,,,
376,2.81,,,,,,,
376.01,2.2,,,,,,,
376.25,1.99,,,,,,,
376.2501,2.81,,,,,,,
376.5,4.07,,,,,,,
376.501,4.68,,,,,,,
376.75,4.81,,,,,,,
376.7501,5.12,,,,,,,
377,5.52,,,,,,,
377.01,6.35,,,,,,,
377.25,8.16,,,,,,,
377.2501,9.6,,,,,,,
377.5,10.11,,,,,,,
377.501,10.47,,,,,,,
377.75,10.38,,,,,,,
377.7501,10.45,,,,,,,
378,10.63,,,,,,,
378.01,10.71,,,,,,,
378.25,9.96,,,,,,,
378.2501,9.62,,,,,,,
378.5,4.68,,,,,,,
378.501,6.93,,,,,,,
378.75,6.25,,,,,,,
378.7501,4,,,,,,,
379,2.47,,,,,,,
379.01,1.23,,,,,,,
379.25,0.98,,,,,,,
379.2501,1.7,,,,,,,
379.5,3.06,,,,,,,
379.501,4.62,,,,,,,
379.75,5.1,,,,,,,
379.7501,5.36,,,,,,,
380,5.52,,,,,,,
380.01,5.88,,,,,,,
380.25,7.14,,,,,,,
380.2501,8.36,,,,,,,
380.5,8.78,,,,,,,
380.501,8.53,,,,,,,
380.75,8.3,,,,,,,
380.7501,7.68,,,,,,,
381,7.18,,,,,,,
381.01,6.52,,,,,,,
381.25,6.29,,,,,,,
381.2501,8.13,,,,,,,
381.5,7.38,,,,,,,
381.501,6.58,,,,,,,
381.75,7.19,,,,,,,
381.7501,3.47,,,,,,,
382,2.18,,,,,,,
382.01,1.59,,,,,,,
382.25,1.13,,,,,,,
382.2501,2.13,,,,,,,
382.5,4.37,,,,,,,
382.501,5.07,,,,,,,
382.75,4.35,,,,,,,
382.7501,3.78,,,,,,,
383,4,,,,,,,
383.01,4.58,,,,,,,
383.25,4.9,,,,,,,
383.2501,6.92,,,,,,,
383.5,7.54,,,,,,,
383.501,7.55,,,,,,,
383.75,7.59,,,,,,,
383.7501,7.73,,,,,,,
384,8.28,,,,,,,
384.01,7.67,,,,,,,
384.25,6.4,,,,,,,
384.2501,5.84,,,,,,,
384.5,6.05,,,,,,,
384.501,7.12,,,,,,,
384.75,6.63,,,,,,,
384.7501,4.34,,,,,,,
385,3.36,,,,,,,
385.01,2.47,,,,,,,
385.25,1.9,,,,,,,
385.2501,1.85,,,,,,,
385.5,2.67,,,,,,,
385.501,4.44,,,,,,,
385.75,4.85,,,,,,,
385.7501,4.12,,,,,,,
386,4.19,,,,,,,
386.01,5.06,,,,,,,
386.25,6.78,,,,,,,
386.2501,7.82,,,,,,,
386.5,7.89,,,,,,,
386.501,7.53,,,,,,,
386.75,7.14,,,,,,,
386.7501,6.71,,,,,,,
387,6.42,,,,,,,
387.01,5.88,,,,,,,
387.25,5.69,,,,,,,
387.2501,6.53,,,,,,,
387.5,6.6,,,,,,,
387.501,5.94,,,,,,,
387.75,5.79,,,,,,,
387.7501,4.94,,,,,,,
388,5.06,,,,,,,
388.01,4.67,,,,,,,
388.25,4.66,,,,,,,
388.2501,4.34,,,,,,,
388.5,4.54,,,,,,,
388.501,4.81,,,,,,,
388.75,4.77,,,,,,,
388.7501,4.9,,,,,,,
389,5.29,,,,,,,
389.01,6.09,,,,,,,
389.25,8.09,,,,,,,
389.2501,9.32,,,,,,,
389.5,9.26,,,,,,,
389.501,8.96,,,,,,,
389.75,8.94,,,,,,,
389.7501,7.95,,,,,,,
390,2.47,,,,,,,
390.01,2.58,,,,,,,
390.25,3.1,,,,,,,
390.2501,7.29,,,,,,,
390.5,8.92,,,,,,,
390.501,8.62,,,,,,,
390.75,7.45,,,,,,,
390.7501,8,,,,,,,
391,7.42,,,,,,,
391.01,6.87,,,,,,,
391.25,6.83,,,,,,,
391.2501,6.43,,,,,,,
391.5,5.45,,,,,,,
391.501,4.6,,,,,,,
391.75,4.21,,,,,,,
391.7501,4.65,,,,,,,
392,4.98,,,,,,,
392.01,5.4,,,,,,,
392.25,5.52,,,,,,,
392.2501,6.71,,,,,,,
392.5,7.71,,,,,,,
392.501,8.12,,,,,,,
392.75,7.92,,,,,,,
392.7501,7.5,,,,,,,
393,7.24,,,,,,,
393.01,7.12,,,,,,,
393.25,7.45,,,,,,,
393.2501,4.53,,,,,,,
393.5,4.47,,,,,,,
393.501,2.46,,,,,,,
393.75,1.39,,,,,,,
393.7501,2.08,,,,,,,
394,2.33,,,,,,,
394.01,2.74,,,,,,,
394.25,2.97,,,,,,,
394.2501,3.36,,,,,,,
394.5,3.64,,,,,,,
394.501,4.18,,,,,,,
394.75,4.47,,,,,,,
394.7501,4.26,,,,,,,
395,4.54,,,,,,,
395.01,5.54,,,,,,,
395.25,5.52,,,,,,,
395.2501,6.2,,,,,,,
395.5,8.89,,,,,,,
395.501,9.58,,,,,,,
395.75,9.78,,,,,,,
395.7501,11.86,,,,,,,
396,11.61,,,,,,,
396.01,12.06,,,,,,,
396.25,11.89,,,,,,,
396.2501,4.2,,,,,,,
396.5,2.28,,,,,,,
396.501,1.31,,,,,,,
396.75,1.93,,,,,,,
396.7501,3.93,,,,,,,
397,4.78,,,,,,,
397.01,5.36,,,,,,,
397.25,6.1,,,,,,,
397.2501,5.87,,,,,,,
397.5,5.85,,,,,,,
397.501,6.27,,,,,,,
397.75,6.68,,,,,,,
397.7501,6.53,,,,,,,
398,5.88,,,,,,,
398.01,5.45,,,,,,,
398.25,6.11,,,,,,,
398.2501,7.71,,,,,,,
398.5,9.74,,,,,,,
398.501,11.13,,,,,,,
398.75,11.6,,,,,,,
398.7501,11.03,,,,,,,
399,11.12,,,,,,,
399.01,11.24,,,,,,,
399.25,11.37,,,,,,,
399.2501,10.93,,,,,,,
399.5,11,,,,,,,
399.501,11.42,,,,,,,
399.75,10.51,,,,,,,
399.7501,8.08,,,,,,,
400,6.59,,,,,,,
400.01,7.84,,,,,,,
400.25,8.4,,,,,,,
400.2501,8.57,,,,,,,
400.5,8.43,,,,,,,
400.501,8.11,,,,,,,
400.75,7.82,,,,,,,
400.7501,7.79,,,,,,,
401,7.98,,,,,,,
401.01,8.19,,,,,,,
401.25,9.38,,,,,,,
401.2501,9.98,,,,,,,
401.5,10.55,,,,,,,
401.501,10.88,,,,,,,
401.75,11.02,,,,,,,
401.7501,11.32,,,,,,,
402,11.78,,,,,,,
402.01,11.8,,,,,,,
402.25,11.82,,,,,,,
402.2501,11.23,,,,,,,
402.5,11.45,,,,,,,
402.501,11.4,,,,,,,
402.75,10.58,,,,,,,
402.7501,8.95,,,,,,,
403,9.26,,,,,,,
403.01,9.44,,,,,,,
403.25,8.96,,,,,,,
403.2501,9.04,,,,,,,
403.5,8.26,,,,,,,
403.501,7.79,,,,,,,
403.75,8.31,,,,,,,
403.7501,9.38,,,,,,,
404,9.71,,,,,,,
404.01,9.75,,,,,,,
404.25,10.31,,,,,,,
404.2501,10.65,,,,,,,
404.5,10.01,,,,,,,
404.501,10.4,,,,,,,
404.75,10.14,,,,,,,
404.7501,10.06,,,,,,,
405,10.09,,,,,,,
405.01,10.37,,,,,,,
405.25,10.82,,,,,,,
405.2501,6.6,,,,,,,
405.5,7.05,,,,,,,
405.501,7.74,,,,,,,
405.75,7.98,,,,,,,
405.7501,6.44,,,,,,,
406,5.94,,,,,,,
406.01,6.33,,,,,,,
406.25,6.61,,,,,,,
406.2501,7.28,,,,,,,
406.5,8.18,,,,,,,
406.501,8.95,,,,,,,
406.75,9.41,,,,,,,
406.7501,9.59,,,,,,,
407,9.79,,,,,,,
407.01,9.49,,,,,,,
407.25,9.81,,,,,,,
407.2501,9.87,,,,,,,
407.5,10.09,,,,,,,
407.501,10.64,,,,,,,
407.75,10.85,,,,,,,
407.7501,10.65,,,,,,,
408,10.37,,,,,,,
408.01,10.74,,,,,,,
408.25,11.2,,,,,,,
408.2501,11.49,,,,,,,
408.5,11.9,,,,,,,
408.501,11.89,,,,,,,
408.75,9.83,,,,,,,
408.7501,8.56,,,,,,,
409,8.79,,,,,,,
409.01,8.35,,,,,,,
409.25,7.52,,,,,,,
409.2501,6.38,,,,,,,
409.5,5.79,,,,,,,
409.501,5.67,,,,,,,
409.75,5.58,,,,,,,
409.7501,5.89,,,,,,,
410,6.33,,,,,,,
410.01,6.82,,,,,,,
410.25,8,,,,,,,
410.2501,9.27,,,,,,,
410.5,9.83,,,,,,,
410.501,10.13,,,,,,,
410.75,10.47,,,,,,,
410.7501,10.13,,,,,,,
411,10.13,,,,,,,
411.01,10.65,,,,,,,
411.25,11.03,,,,,,,
411.2501,12.62,,,,,,,
411.5,12.61,,,,,,,
411.501,12.66,,,,,,,
411.75,11.52,,,,,,,
411.7501,9.43,,,,,,,
412,8.67,,,,,,,
412.01,8.09,,,,,,,
412.25,7.53,,,,,,,
412.2501,6.65,,,,,,,
412.5,6,,,,,,,
412.501,5.98,,,,,,,
412.75,6.13,,,,,,,
412.7501,6.33,,,,,,,
413,6.53,,,,,,,
413.01,6.91,,,,,,,
413.25,8.47,,,,,,,
413.2501,9.45,,,,,,,
413.5,10.45,,,,,,,
413.501,10.76,,,,,,,
413.75,11.11,,,,,,,
413.7501,11.41,,,,,,,
414,11.7,,,,,,,
414.01,11.6,,,,,,,
414.25,11.91,,,,,,,
414.2501,12.1,,,,,,,
414.5,11.85,,,,,,,
414.501,11.5,,,,,,,
414.75,10.4,,,,,,,
414.7501,7.71,,,,,,,
415,8.23,,,,,,,
415.01,8.09,,,,,,,
415.25,7.42,,,,,,,
415.2501,6.04,,,,,,,
415.5,5.03,,,,,,,
415.501,4.4,,,,,,,
415.75,4.23,,,,,,,
415.7501,4.5,,,,,,,
416,5.72,,,,,,,
416.01,7.12,,,,,,,
416.25,8.16,,,,,,,
416.2501,9.25,,,,,,,
416.5,9.89,,,,,,,
416.501,9.55,,,,,,,
416.75,9.35,,,,,,,
416.7501,9.57,,,,,,,
417,9.49,,,,,,,
417.01,9.68,,,,,,,
417.25,10.44,,,,,,,
417.2501,12.03,,,,,,,
417.5,11.54,,,,,,,
417.501,6.79,,,,,,,
417.75,4.54,,,,,,,
417.7501,3.61,,,,,,,
418,0.37,,,,,,,
418.01,2.23,,,,,,,
418.25,3.23,,,,,,,
418.2501,3.79,,,,,,,
418.5,5.36,,,,,,,
418.501,5.67,,,,,,,
418.75,6.56,,,,,,,
418.7501,7.7,,,,,,,
419,8.66,,,,,,,
419.01,9.26,,,,,,,
419.25,9.66,,,,,,,
419.2501,10.65,,,,,,,
419.5,10.2,,,,,,,
419.501,9.89,,,,,,,
419.75,10.14,,,,,,,
419.7501,10.35,,,,,,,
420,10.2,,,,,,,
420.01,10.53,,,,,,,
420.25,11.05,,,,,,,
420.2501,10.9,,,,,,,
420.5,9.14,,,,,,,
420.501,3.98,,,,,,,
420.75,2.55,,,,,,,
420.7501,3.42,,,,,,,
421,1.91,,,,,,,
421.01,1.87,,,,,,,
421.25,1.5,,,,,,,
421.2501,1.87,,,,,,,
421.5,2.84,,,,,,,
421.501,3.73,,,,,,,
421.75,4.01,,,,,,,
421.7501,4.68,,,,,,,
422,5.09,,,,,,,
422.01,6.2,,,,,,,
422.25,8.19,,,,,,,
422.2501,9.11,,,,,,,
422.5,9.52,,,,,,,
422.501,8.72,,,,,,,
422.75,8.71,,,,,,,
422.7501,8.49,,,,,,,
423,8.62,,,,,,,
423.01,9.32,,,,,,,
423.25,10.49,,,,,,,
423.2501,12.64,,,,,,,
423.5,12.65,,,,,,,
423.501,12.51,,,,,,,
423.75,10.88,,,,,,,
423.7501,8.03,,,,,,,
424,7.62,,,,,,,
424.01,7.43,,,,,,,
424.25,5.71,,,,,,,
424.2501,4.64,,,,,,,
424.5,4.16,,,,,,,
424.501,4.04,,,,,,,
424.75,4.09,,,,,,,
424.7501,4.62,,,,,,,
