time,p:1,q :1,timeStamp,CorrectP
32.329,612794.7237,-281199.9772,,612794.7237
32.33,615379.736,-281622.4053,,615379.736
32.331,617984.8546,-282053.6605,,617984.8546
32.332,620611.0889,-282493.4699,,620611.0889
32.333,623259.2656,-282941.1208,,623259.2656
32.334,625929.8815,-283395.5652,,625929.8815
32.335,628623.0036,-283855.5655,,628623.0036
32.336,631338.2272,-284319.8617,,631338.2272
32.337,634074.6986,-284787.3376,,634074.6986
32.338,636831.1956,-285257.1635,,636831.1956
32.339,639606.2543,-285728.8984,,639606.2543
32.34,642398.3258,-286202.5371,,642398.3258
32.341,645205.9388,-286678.4996,,645205.9388
32.342,648027.8497,-287157.5642,,648027.8497
32.343,650863.1571,-287640.7545,,650863.1571
32.344,653711.3701,-288129.1974,,653711.3701
32.345,656572.4197,-288623.97,,656572.4197
32.346,659446.6148,-289125.9576,,659446.6148
32.347,662334.549,-289635.7396,,662334.549
32.348,665236.9725,-290153.519,,665236.9725
32.349,668154.6464,-290679.103,,668154.6464
32.35,671088.1989,-291211.9362,,671088.1989
32.351,674038.0025,-291751.1812,,674038.0025
32.352,677004.0883,-292295.8336,,677004.0883
32.353,679986.107,-292844.8571,,679986.107
32.354,682983.3413,-293397.3186,,682983.3413
32.355,685994.7665,-293952.5069,,685994.7665
32.356,689019.1498,-294510.019,,689019.1498
32.357,692055.1757,-295069.8031,,692055.1757
32.358,695101.5781,-295632.1548,,695101.5781
32.359,698157.2635,-296197.6669,,698157.2635
32.36,701221.4083,-296767.1413,,701221.4083
32.361,704293.518,-297341.4754,,704293.518
32.362,707373.4421,-297921.5382,,707373.4421
32.363,710461.3426,-298508.0539,,710461.3426
32.364,713557.623,-299101.5062,,713557.623
32.365,716662.8264,-299702.0777,,716662.8264
32.366,719777.5182,-300309.6297,,719777.5182
32.367,722902.169,-300923.725,,722902.169
32.368,726037.0521,-301543.6899,,726037.0521
32.369,729182.1704,-302168.705,,729182.1704
32.37,732337.2206,-302797.9135,,732337.2206
32.371,735501.5984,-303430.5321,,735501.5984
32.372,738674.444,-304065.9482,,738674.444
32.373,741854.7194,-304703.7932,,741854.7194
32.374,745041.3085,-305343.9813,,745041.3085
32.375,748233.1244,-305986.7099,,748233.1244
32.376,751429.2105,-306632.4226,,751429.2105
32.377,754628.8223,-307281.7403,,754628.8223
32.378,757831.4793,-307935.3708,,757831.4793
32.379,761036.9808,-308594.0089,,761036.9808
32.38,764245.3847,-309258.2403,,764245.3847
32.381,767456.9525,-309928.4626,,767456.9525
32.382,770672.0697,-310604.8324,,770672.0697
32.383,773891.1508,-311287.2463,,773891.1508
32.384,777114.544,-311975.3556,,777114.544
32.385,780342.4463,-312668.6133,,780342.4463
32.386,783574.8413,-313366.3467,,783574.8413
32.387,786811.4664,-314067.8437,,786811.4664
32.388,790051.8136,-314772.4427,,790051.8136
32.389,793295.1627,-315479.6135,,793295.1627
32.39,796540.6423,-316189.0186,,796540.6423
32.391,799787.3086,-316900.548,,799787.3086
32.392,803034.2327,-317614.3219,,803034.2327
32.393,806280.5836,-318330.6644,,806280.5836
32.394,809525.5873,-319049.9836,,809525.5873
32.395,812768.9926,-319773.0077,,812768.9926
32.396,816010.4987,-320500.1773,,816010.4987
32.397,819250.0928,-321231.9544,,819250.0928
32.398,822487.932,-321968.6546,,822487.932
32.399,825724.2801,-322710.4033,,825724.2801
32.4,828959.4328,-323457.1167,,828959.4328
32.401,832196.9068,-324208.9359,,832196.9068
32.402,835440.0133,-324965.6285,,835440.0133
32.403,838688.4996,-325726.3773,,838688.4996
32.404,841941.8291,-326490.4211,,841941.8291
32.405,845199.2181,-327257.1486,,845199.2181
32.406,848459.7049,-328026.1697,,848459.7049
32.407,851722.2412,-328797.3558,,851722.2412
32.408,854985.7923,-329570.8452,,854985.7923
32.409,858249.4333,-330347.0118,,858249.4333
32.41,861512.4293,-331126.4048,,861512.4293
32.411,864774.2878,-331909.6652,,864774.2878
32.412,868034.7788,-332697.4334,,868034.7788
32.413,871293.9197,-333490.2582,,871293.9197
32.414,874551.9278,-334288.52,,874551.9278
32.415,877809.1488,-335092.379,,877809.1488
32.416,881065.9689,-335901.7523,,881065.9689
32.417,884322.7246,-336716.3246,,884322.7246
32.418,887579.6221,-337535.5886,,887579.6221
32.419,890836.6744,-338358.9101,,890836.6744
32.42,894093.6673,-339185.6081,,894093.6673
32.421,897350.1552,-340015.0387,,897350.1552
32.422,900605.4883,-340846.6726,,900605.4883
32.423,903858.8662,-341680.1547,,903858.8662
32.424,907109.41,-342515.3401,,907109.41
32.425,910356.2439,-343352.3005,,910356.2439
32.426,913598.5736,-344191.3024,,913598.5736
32.427,916835.7533,-345032.7595,,916835.7533
32.428,920067.3308,-345877.1674,,920067.3308
32.429,923293.0673,-346725.0286,,923293.0673
32.43,926512.9274,-347576.7779,,926512.9274
32.431,929727.0442,-348432.7198,,929727.0442
32.432,932935.662,-349292.983,,932935.662
32.433,936139.0669,-350157.5,,936139.0669
32.434,939337.5132,-351026.0134,,939337.5132
32.435,942531.1565,-351898.1059,,942531.1565
32.436,945720.001,-352773.2518,,945720.001
32.437,948903.8693,-353650.8807,,948903.8693
32.438,952082.396,-354530.4456,,952082.396
32.439,955255.0474,-355411.4867,,955255.0474
32.44,958421.1627,-356293.6815,,958421.1627
32.441,961580.0112,-357176.8756,,961580.0112
32.442,964730.858,-358061.0908,,964730.858
32.443,967873.0285,-358946.5092,,967873.0285
32.444,971005.9637,-359833.437,,971005.9637
32.445,974129.2595,-360722.2522,,974129.2595
32.446,977242.6843,-361613.3446,,977242.6843
32.447,980346.1743,-362507.0551,,980346.1743
32.448,983439.8066,-363403.6232,,983439.8066
32.449,986523.7552,-364303.1492,,986523.7552
32.45,989598.2345,-365205.5754,,989598.2345
32.451,992663.4404,-366110.6886,,992663.4404
32.452,995719.4948,-367018.1435,,995719.4948
32.453,998766.4013,-367927.5019,,998766.4013
32.454,1001804.018,-368838.2844,,1001804.018
32.455,1004832.053,-369750.0253,,1004832.053
32.456,1007850.072,-370662.3247,,1007850.072
32.457,1010857.537,-371574.8906,,1010857.537
32.458,1013853.849,-372487.5658,,1013853.849
32.459,1016838.397,-373400.3356,,1016838.397
32.46,1019810.616,-374313.3179,,1019810.616
32.461,1022770.031,-375226.7342,,1022770.031
32.462,1025716.292,-376140.8691,,1025716.292
32.463,1028649.184,-377056.0218,,1028649.184
32.464,1031568.635,-377972.4566,,1031568.635
32.465,1034474.688,-378890.3597,,1034474.688
32.466,1037367.471,-379809.8071,,1037367.471
32.467,1040247.15,-380730.7477,,1040247.15
32.468,1043113.88,-381653.0038,,1043113.88
32.469,1045967.765,-382576.2882,,1045967.765
32.47,1048808.813,-383500.235,,1048808.813
32.471,1051636.918,-384424.4408,,1051636.918
32.472,1054451.853,-385348.5088,,1054451.853
32.473,1057253.274,-386272.0921,,1057253.274
32.474,1060040.75,-387194.928,,1060040.75
32.475,1062813.795,-388116.8619,,1062813.795
32.476,1065571.912,-389037.8546,,1065571.912
32.477,1068314.636,-389957.976,,1068314.636
32.478,1071041.572,-390877.3828,,1071041.572
32.479,1073752.422,-391796.2868,,1073752.422
32.48,1076447.001,-392714.9155,,1076447.001
32.481,1079125.24,-393633.4726,,1079125.24
32.482,1081787.166,-394552.1015,,1081787.166
32.483,1084432.878,-395470.8588,,1084432.878
32.484,1087062.511,-396389.6993,,1087062.511
32.485,1089676.197,-397308.4746,,1089676.197
32.486,1092274.03,-398226.9459,,1092274.03
32.487,1094856.028,-399144.8081,,1094856.028
32.488,1097422.123,-400061.7223,,1097422.123
32.489,1099972.143,-400977.3516,,1099972.143
32.49,1102505.825,-401891.3963,,1102505.825
32.491,1105022.832,-402803.6227,,1105022.832
32.492,1107522.779,-403713.8834,,1107522.779
32.493,1110005.269,-404622.1248,,1110005.269
32.494,1112469.927,-405528.3824,,1112469.927
32.495,1114916.433,-406432.7649,,1114916.433
32.496,1117344.544,-407335.4286,,1117344.544
32.497,1119754.109,-408236.546,,1119754.109
32.498,1122145.07,-409136.2735,,1122145.07
32.499,1124517.451,-410034.7219,,1124517.451
32.5,1126871.335,-410931.9336,,1126871.335
32.501,1129210.064,-411828.4688,,1129210.064
32.502,1131536.904,-412724.589,,1131536.904
32.503,1133851.744,-413619.8197,,1133851.744
32.504,1136154.325,-414513.7195,,1136154.325
32.505,1138444.256,-415405.9296,,1138444.256
32.506,1140721.052,-416296.2104,,1140721.052
32.507,1142984.183,-417184.4623,,1142984.183
32.508,1145233.129,-418070.7272,,1145233.129
32.509,1147467.428,-418955.1715,,1147467.428
32.51,1149686.722,-419838.0525,,1149686.722
32.511,1151890.782,-420719.6746,,1151890.782
32.512,1154079.523,-421600.3395,,1154079.523
32.513,1156252.991,-422480.2984,,1156252.991
32.514,1158411.342,-423359.7121,,1158411.342
32.515,1160554.8,-424238.6237,,1160554.8
32.516,1162683.613,-425116.9481,,1162683.613
32.517,1164798.003,-425994.4778,,1164798.003
32.518,1166898.124,-426870.9057,,1166898.124
32.519,1168984.028,-427745.8602,,1168984.028
32.52,1171055.646,-428618.9472,,1171055.646
32.521,1173112.787,-429489.7956,,1173112.787
32.522,1175155.152,-430358.097,,1175155.152
32.523,1177182.363,-431223.6379,,1177182.363
32.524,1179194.001,-432086.3167,,1179194.001
32.525,1181189.649,-432946.1477,,1181189.649
32.526,1183168.935,-433803.2477,,1183168.935
32.527,1185131.568,-434657.8109,,1185131.568
32.528,1187077.359,-435510.0736,,1187077.359
32.529,1189006.237,-436360.274,,1189006.237
32.53,1190918.239,-437208.6138,,1190918.239
32.531,1192813.493,-438055.2242,,1192813.493
32.532,1194692.189,-438900.1432,,1194692.189
32.533,1196554.538,-439743.3053,,1196554.538
32.534,1198400.735,-440584.545,,1198400.735
32.535,1200230.926,-441423.6141,,1200230.926
32.536,1202045.174,-442260.2088,,1202045.174
32.537,1203843.447,-443094.0039,,1203843.447
32.538,1205625.615,-443924.689,,1205625.615
32.539,1207391.455,-444752.002,,1207391.455
32.54,1209140.682,-445575.7553,,1209140.682
32.541,1210872.97,-446395.8514,,1210872.97
32.542,1212587.994,-447212.2869,,1212587.994
32.543,1214285.461,-448025.1434,,1214285.461
32.544,1215965.142,-448834.5677,,1215965.142
32.545,1217626.89,-449640.7442,,1217626.89
32.546,1219270.651,-450443.8623,,1219270.651
32.547,1220896.462,-451244.0852,,1220896.462
32.548,1222504.436,-452041.5217,,1222504.436
32.549,1224094.737,-452836.2067,,1224094.737
32.55,1225667.554,-453628.0918,,1225667.554
32.551,1227223.065,-454417.0473,,1227223.065
32.552,1228761.409,-455202.8745,,1228761.409
32.553,1230282.663,-455985.3274,,1230282.663
32.554,1231786.827,-456764.1399,,1231786.827
32.555,1233273.822,-457539.0552,,1233273.822
32.556,1234743.492,-458309.853,,1234743.492
32.557,1236195.629,-459076.3716,,1236195.629
32.558,1237629.989,-459838.5217,,1237629.989
32.559,1239046.326,-460596.2906,,1239046.326
32.56,1240444.417,-461349.7357,,1240444.417
32.561,1241824.089,-462098.9693,,1241824.089
32.562,1243185.233,-462844.1369,,1243185.233
32.563,1244527.817,-463585.3913,,1244527.817
32.564,1245851.884,-464322.8665,,1245851.884
32.565,1247157.539,-465056.6547,,1247157.539
32.566,1248444.932,-465786.79,,1248444.932
32.567,1249714.235,-466513.2395,,1249714.235
32.568,1250965.614,-467235.9039,,1250965.614
32.569,1252199.208,-467954.6271,,1252199.208
32.57,1253415.107,-468669.2125,,1253415.107
32.571,1254613.339,-469379.4451,,1254613.339
32.572,1255793.867,-470085.1152,,1255793.867
32.573,1256956.593,-470786.0405,,1256956.593
32.574,1258101.373,-471482.0849,,1258101.373
32.575,1259228.034,-472173.1703,,1259228.034
32.576,1260336.398,-472859.2806,,1260336.398
32.577,1261426.302,-473540.4577,,1261426.302
32.578,1262497.624,-474216.7898,,1262497.624
32.579,1263550.292,-474888.3941,,1263550.292
32.58,1264584.296,-475555.396,,1264584.296
32.581,1265599.686,-476217.908,,1265599.686
32.582,1266596.566,-476876.0111,,1266596.566
32.583,1267575.078,-477529.7401,,1267575.078
32.584,1268535.384,-478179.0761,,1268535.384
32.585,1269477.643,-478823.9465,,1269477.643
32.586,1270401.996,-479464.2314,,1270401.996
32.587,1271308.542,-480099.777,,1271308.542
32.588,1272197.334,-480730.4126,,1272197.334
32.589,1273068.374,-481355.9697,,1273068.374
32.59,1273921.609,-481976.3008,,1273921.609
32.591,1274756.952,-482591.2941,,1274756.952
32.592,1275574.288,-483200.8847,,1275574.288
32.593,1276373.496,-483805.0575,,1276373.496
32.594,1277154.468,-484403.8457,,1277154.468
32.595,1277917.125,-484997.3209,,1277917.125
32.596,1278661.428,-485585.5802,,1278661.428
32.597,1279387.389,-486168.7295,,1279387.389
32.598,1280095.069,-486746.8659,,1280095.069
32.599,1280784.572,-487320.0627,,1280784.572
32.6,1281456.038,-487888.3567,,1281456.038
32.601,1282110.398,-488451.9122,,1282110.398
32.602,1282748.573,-489010.7958,,1282748.573
32.603,1283370.658,-489564.8488,,1283370.658
32.604,1283976.694,-490113.9048,,1283976.694
32.605,1284566.67,-490657.8093,,1284566.67
32.606,1285140.527,-491196.4374,,1285140.527
32.607,1285698.171,-491729.7074,,1285698.171
32.608,1286239.492,-492257.5879,,1286239.492
32.609,1286764.381,-492780.0993,,1286764.381
32.61,1287272.753,-493297.3072,,1287272.753
32.611,1287764.556,-493809.3109,,1287764.556
32.612,1288239.789,-494316.2277,,1288239.789
32.613,1288698.5,-494818.1748,,1288698.5
32.614,1289140.787,-495315.2525,,1289140.787
32.615,1289566.787,-495807.5295,,1289566.787
32.616,1289976.666,-496295.0328,,1289976.666
32.617,1290370.597,-496777.7442,,1290370.597
32.618,1290748.745,-497255.6016,,1290748.745
32.619,1291111.255,-497728.5076,,1291111.255
32.62,1291458.232,-498196.3413,,1291458.232
32.621,1291789.739,-498658.9741,,1291789.739
32.622,1292105.798,-499116.2851,,1292105.798
32.623,1292406.388,-499568.1764,,1292406.388
32.624,1292691.461,-500014.584,,1292691.461
32.625,1292960.953,-500455.4846,,1292960.953
32.626,1293214.802,-500890.8968,,1293214.802
32.627,1293452.959,-501320.877,,1293452.959
32.628,1293675.404,-501745.51,,1293675.404
32.629,1293882.158,-502164.8967,,1293882.158
32.63,1294073.28,-502579.1397,,1294073.28
32.631,1294248.871,-502988.3294,,1294248.871
32.632,1294409.064,-503392.5317,,1294409.064
32.633,1294554.017,-503791.7796,,1294554.017
32.634,1294683.895,-504186.0695,,1294683.895
32.635,1294798.861,-504575.3622,,1294798.861
32.636,1294899.058,-504959.5888,,1294899.058
32.637,1294984.6,-505338.6604,,1294984.6
32.638,1295055.571,-505712.4803,,1295055.571
32.639,1295112.014,-506080.9571,,1295112.014
32.64,1295153.944,-506444.0166,,1295153.944
32.641,1295181.347,-506801.6113,,1295181.347
32.642,1295194.2,-507153.7267,,1295194.2
32.643,1295192.476,-507500.382,,1295192.476
32.644,1295176.159,-507841.6278,,1295176.159
32.645,1295145.257,-508177.5388,,1295145.257
32.646,1295099.808,-508508.2039,,1295099.808
32.647,1295039.883,-508833.7149,,1295039.883
32.648,1294965.584,-509154.1546,,1294965.584
32.649,1294877.044,-509469.5873,,1294877.044
32.65,1294774.414,-509780.0511,,1294774.414
32.651,1294657.855,-510085.5548,,1294657.855
32.652,1294527.524,-510386.0778,,1294527.524
32.653,1294383.565,-510681.5752,,1294383.565
32.654,1294226.1,-510971.9846,,1294226.1
32.655,1294055.224,-511257.2366,,1294055.224
32.656,1293871.003,-511537.2646,,1293871.003
32.657,1293673.475,-511812.0153,,1293673.475
32.658,1293462.659,-512081.4561,,1293462.659
32.659,1293238.561,-512345.5809,,1293238.561
32.66,1293001.184,-512604.4111,,1293001.184
32.661,1292750.541,-512857.994,,1292750.541
32.662,1292486.661,-513106.397,,1292486.661
32.663,1292209.596,-513349.7002,,1292209.596
32.664,1291919.428,-513587.987,,1291919.428
32.665,1291616.262,-513821.3346,,1291616.262
32.666,1291300.23,-514049.806,,1291300.23
32.667,1290971.478,-514273.4436,,1290971.478
32.668,1290630.161,-514492.2661,,1290630.161
32.669,1290276.433,-514706.2683,,1290276.433
32.67,1289910.439,-514915.4247,,1289910.439
32.671,1289532.304,-515119.6952,,1289532.304
32.672,1289142.133,-515319.0325,,1289142.133
32.673,1288740.008,-515513.3914,,1288740.008
32.674,1288325.987,-515702.736,,1288325.987
32.675,1287900.113,-515887.0471,,1287900.113
32.676,1287462.416,-516066.3263,,1287462.416
32.677,1287012.924,-516240.5978,,1287012.924
32.678,1286551.671,-516409.9067,,1286551.671
32.679,1286078.704,-516574.3154,,1286078.704
32.68,1285594.09,-516733.8972,,1285594.09
32.681,1285097.915,-516888.7288,,1285097.915
32.682,1284590.289,-517038.8831,,1284590.289
32.683,1284071.342,-517184.4216,,1284071.342
32.684,1283541.215,-517325.39,,1283541.215
32.685,1283000.059,-517461.8148,,1283000.059
32.686,1282448.024,-517593.7031,,1282448.024
32.687,1281885.253,-517721.0449,,1281885.253
32.688,1281311.875,-517843.8179,,1281311.875
32.689,1280728.001,-517961.9936,,1280728.001
32.69,1280133.725,-518075.5436,,1280133.725
32.691,1279529.119,-518184.4472,,1279529.119
32.692,1278914.245,-518288.6961,,1278914.245
32.693,1278289.152,-518388.2989,,1278289.152
32.694,1277653.887,-518483.2823,,1277653.887
32.695,1277008.501,-518573.6903,,1277008.501
32.696,1276353.055,-518659.5813,,1276353.055
32.697,1275687.625,-518741.0229,,1275687.625
32.698,127512.305,-518818.0867,,127512.305
32.699,1274327.204,-518890.8412,,1274327.204
32.7,1273632.451,-518959.3467,,1273632.451
32.701,1272927.553,-519023.5129,,1272927.553
32.702,1272212.036,-519083.2779,,1272212.036
32.703,1271486.084,-519138.716,,1271486.084
32.704,1270749.892,-519189.8702,,1270749.892
32.705,1270003.658,-519236.7511,,1270003.658
32.706,1269247.572,-519279.3401,,1269247.572
32.707,1268481.799,-519317.5954,,1268481.799
32.708,1267706.48,-519351.4627,,1267706.48
32.709,1266921.722,-519380.8856,,1266921.722
32.71,1266127.601,-519405.8173,,1266127.601
32.711,1265324.168,-519426.2299,,1265324.168
32.712,1264511.454,-519442.1216,,1264511.454
32.713,1263689.484,-519453.5205,,1263689.484
32.714,1262858.287,-519460.4831,,1262858.287
32.715,1262017.905,-519463.0911,,1262017.905
32.716,1261168.404,-519461.4431,,1261168.404
32.717,1260309.877,-519455.6457,,1260309.877
32.718,1259442.445,-519445.8029,,1259442.445
32.719,1258566.258,-519432.0066,,1258566.258
32.72,1257681.486,-519414.3287,,1257681.486
32.721,1256788.311,-519392.8163,,1256788.311
32.722,1255886.919,-519367.4902,,1255886.919
32.723,1254977.486,-519338.3468,,1254977.486
32.724,1254060.176,-519305.3631,,1254060.176
32.725,1253135.127,-519268.5049,,1253135.127
32.726,1252202.452,-519227.7353,,1252202.452
32.727,1251262.239,-519183.024,,1251262.239
32.728,1250314.556,-519134.3555,,1250314.556
32.729,1249359.451,-519081.7346,,1249359.451
32.73,1248396.97,-519025.1902,,1248396.97
32.731,1247427.156,-518964.7746,,1247427.156
32.732,1246450.067,-518900.5607,,1246450.067
32.733,1245465.776,-518832.636,,1245465.776
32.734,1244474.378,-518761.0953,,1244474.378
32.735,1243475.992,-518686.0323,,1243475.992
32.736,1242470.76,-518607.5314,,1242470.76
32.737,1241458.841,-518525.6616,,1241458.841
32.738,1240440.403,-518440.472,,1240440.403
32.739,1239415.619,-518351.9903,,1239415.619
32.74,1238384.657,-518260.2239,,1238384.657
32.741,1237347.672,-518165.1643,,1237347.672
32.742,1236304.799,-518066.7926,,1236304.799
32.743,1235256.156,-517965.0871,,1235256.156
32.744,1234201.838,-517860.0305,,1234201.838
32.745,1233141.92,-517751.6169,,1233141.92
32.746,1232076.467,-517639.8562,,1232076.467
32.747,1231005.536,-517524.7776,,1231005.536
32.748,1229929.184,-517406.4297,,1229929.184
32.749,1228847.476,-517284.8776,,1228847.476
32.75,1227760.491,-517160.1993,,1227760.491
32.751,1226668.326,-517032.4791,,1226668.326
32.752,1225571.094,-516901.8012,,1225571.094
32.753,1224468.93,-516768.2429,,1224468.93
32.754,1223361.981,-516631.8694,,1223361.981
32.755,1222250.405,-516492.7301,,1222250.405
32.756,1221134.361,-516350.857,,1221134.361
32.757,1220014.005,-516206.2654,,1220014.005
32.758,1218889.484,-516058.9569,,1218889.484
32.759,1217760.931,-515908.9244,,1217760.931
32.76,1216628.462,-515756.1577,,1216628.462
32.761,1215492.173,-515600.6494,,1215492.173
32.762,1214352.15,-515442.4004,,1214352.15
32.763,1213208.462,-515281.4246,,1213208.462
32.764,1212061.177,-515117.751,,1212061.177
32.765,1210910.358,-514951.4241,,1210910.358
32.766,1209756.076,-514782.5025,,1209756.076
32.767,1208598.413,-514611.0555,,1208598.413
32.768,1207437.464,-514437.1578,,1207437.464
32.769,1206273.338,-514260.8848,,1206273.338
32.77,1205106.16,-514082.307,,1205106.16
32.771,1203936.066,-513901.485,,1203936.066
32.772,1202763.202,-513718.4672,,1202763.202
32.773,1201587.715,-513533.2877,,1201587.715
32.774,1200409.749,-513345.9667,,1200409.749
32.775,1199229.443,-513156.5132,,1199229.443
32.776,1198046.922,-512964.9285,,1198046.922
32.777,1196862.298,-512771.2105,,1196862.298
32.778,1195675.67,-512575.359,,1195675.67
32.779,1194487.123,-512377.3803,,1194487.123
32.78,1193296.733,-512177.2902,,1193296.733
32.781,1192104.569,-511975.1169,,1192104.569
32.782,1190910.701,-511770.9013,,1190910.701
32.783,1189715.202,-511564.6957,,1189715.202
32.784,1188518.152,-511356.5612,,1188518.152
32.785,1187319.643,-511146.5641,,1187319.643
32.786,1186119.778,-510934.7715,,1186119.778
32.787,1184918.674,-510721.2468,,1184918.674
32.788,1183716.454,-510506.0459,,1183716.454
32.789,1182513.252,-510289.215,,1182513.252
32.79,1181309.201,-510070.7883,,1181309.201
32.791,1180104.436,-509850.7891,,1180104.436
32.792,1178899.082,-509629.2311,,1178899.082
32.793,1177693.258,-509406.121,,1177693.258
32.794,1176487.07,-509181.4627,,1176487.07
32.795,1175280.615,-508955.2609,,1175280.615
32.796,1174073.976,-508727.525,,1174073.976
32.797,1172867.229,-508498.2721,,1172867.229
32.798,1171660.445,-508267.529,,1171660.445
32.799,1170453.695,-508035.3325,,1170453.695
32.8,1169247.049,-507801.7292,,1169247.049
32.801,1168042.793,-507567.212,,1168042.793
32.802,1166843.175,-507332.1253,,1166843.175
32.803,1165648.159,-507096.3288,,1165648.159
32.804,1164457.653,-506859.7396,,1164457.653
32.805,1163271.531,-506622.3462,,1163271.531
32.806,1162089.66,-506384.2115,,1162089.66
32.807,1160911.931,-506145.467,,1160911.931
32.808,1159738.282,-505906.2976,,1159738.282
32.809,1158568.713,-505666.9196,,1158568.713
32.81,1157403.299,-505427.5553,,1157403.299
32.811,1156242.183,-505188.4075,,1156242.183
32.812,1155085.571,-504949.6367,,1155085.571
32.813,1153933.709,-504711.3447,,1153933.709
32.814,1152786.862,-504473.5665,,1152786.862
32.815,1151645.285,-504236.2709,,1151645.285
32.816,1150509.205,-503999.3696,,1150509.205
32.817,1149378.795,-503762.7342,,1149378.795
32.818,1148254.164,-503526.2173,,1148254.164
32.819,1147135.357,-503289.6762,,1147135.357
32.82,1146022.354,-503052.995,,1146022.354
32.821,1144915.089,-502816.1028,,1144915.089
32.822,1143813.462,-502578.9852,,1143813.462
32.823,1142717.371,-502341.6887,,1142717.371
32.824,1141626.725,-502104.316,,1141626.725
32.825,1140541.473,-501867.0147,,1140541.473
32.826,1139461.61,-501629.9601,,1139461.61
32.827,1138387.193,-501393.3349,,1138387.193
32.828,1137318.334,-501157.3077,,1137318.334
32.829,1136255.198,-500922.0152,,1136255.198
32.83,1135197.981,-500687.5473,,1135197.981
32.831,1134146.901,-500453.9402,,1134146.901
32.832,1133102.168,-500221.1759,,1133102.168
32.833,1132063.968,-499989.189,,1132063.968
32.834,1131032.449,-499757.8796,,1131032.449
32.835,1130007.707,-499527.1305,,1130007.707
32.836,1128989.784,-499296.826,,1128989.784
32.837,1127978.669,-499066.8701,,1127978.669
32.838,1126974.312,-498837.2021,,1126974.312
32.839,1125976.635,-498607.8061,,1125976.635
32.84,1124985.554,-498378.7154,,1124985.554
32.841,1124000.994,-498150.0098,,1124000.994
32.842,1123022.908,-497921.8065,,1123022.908
32.843,1122051.288,-497694.2472,,1122051.288
32.844,1121086.172,-497467.4811,,1121086.172
32.845,1120127.648,-497241.6481,,1120127.648
32.846,1119175.841,-497016.8635,,1119175.841
32.847,1118230.91,-496793.2058,,1118230.91
32.848,1117293.027,-496570.7102,,1117293.027
32.849,1116362.362,-496349.3677,,1116362.362
32.85,1115439.068,-496129.1301,,1115439.068
32.851,1114523.266,-495909.9196,,1114523.266
32.852,1113615.037,-495691.6427,,1113615.037
32.853,1112714.417,-495474.2054,,1112714.417
32.854,1111821.399,-495257.5283,,1111821.399
32.855,1110935.943,-495041.5589,,1110935.943
32.856,1110057.986,-494826.2806,,1110057.986
32.857,1109187.455,-494611.7166,,1109187.455
32.858,1108324.286,-494397.9281,,1108324.286
32.859,1107468.433,-494185.0079,,1107468.433
32.86,1106619.884,-493973.0694,,1106619.884
32.861,1105778.661,-493762.2341,,1105778.661
32.862,1104944.827,-493552.6176,,1104944.827
32.863,1104118.478,-493344.3163,,1104118.478
32.864,1103299.735,-493137.398,,1103299.735
32.865,1102488.733,-492931.8956,,1102488.733
32.866,1101685.607,-492727.8059,,1101685.607
32.867,1100890.478,-492525.0932,,1100890.478
32.868,1100103.442,-492323.6968,,1100103.442
32.869,1099324.565,-492123.542,,1099324.565
32.87,1098553.875,-491924.552,,1098553.875
32.871,1097791.364,-491726.6607,,1097791.364
32.872,1097036.997,-491529.8227,,1097036.997
32.873,1096290.719,-491334.0212,,1096290.719
32.874,1095552.466,-491139.2714,,1095552.466
32.875,1094822.179,-490945.6195,,1094822.179
32.876,1094099.812,-490753.1384,,1094099.812
32.877,1093385.346,-490561.9186,,1093385.346
32.878,1092678.791,-490372.0584,,1092678.791
32.879,1091980.188,-490183.6523,,1091980.188
32.88,1091289.604,-489996.7805,,1091289.604
32.881,1090607.131,-489811.5007,,1090607.131
32.882,1089932.869,-489627.8426,,1089932.869
32.883,1089266.922,-489445.8065,,1089266.922
32.884,1088609.383,-489265.3659,,1088609.383
32.885,1087960.326,-489086.4732,,1087960.326
32.886,1087319.799,-488909.0682,,1087319.799
32.887,1086687.82,-488733.088,,1086687.82
32.888,1086064.38,-488558.4771,,1086064.38
32.889,1085449.444,-488385.1962,,1085449.444
32.89,1084842.96,-488213.2284,,1084842.96
32.891,1084244.871,-488042.5825,,1084244.871
32.892,1083655.117,-487873.2931,,1083655.117
32.893,1083073.655,-487705.4164,,1083073.655
32.894,1082500.455,-487539.0241,,1082500.455
32.895,1081935.516,-487374.1951,,1081935.516
32.896,1081378.86,-487211.0062,,1081378.86
32.897,1080830.53,-487049.5234,,1080830.53
32.898,1080290.589,-486889.7951,,1080290.589
32.899,1079759.112,-486731.8474,,1079759.112
32.9,1079236.171,-486575.6824,,1079236.171
32.901,1078723.039,-486421.4987,,1078723.039
32.902,1078220.946,-486269.3948,,1078220.946
32.903,1077729.849,-486119.2156,,1077729.849
32.904,1077249.647,-485970.836,,1077249.647
32.905,1076780.193,-485824.1782,,1076780.193
32.906,1076321.318,-485679.2214,,1076321.318
32.907,1075872.845,-485536.0048,,1075872.845
32.908,1075434.62,-485394.6215,,1075434.62
32.909,1075006.526,-485255.2067,,1075006.526
32.91,1074588.499,-485117.9189,,1074588.499
32.911,1074180.53,-484982.9205,,1074180.53
32.912,1073782.67,-484850.3564,,1073782.67
32.913,1073395.014,-484720.3366,,1073395.014
32.914,1073017.689,-484592.9238,,1073017.689
